0,1,0.7943889078530871,0,0.8633450165307447
1,1,0.8879206711499371,1,0.8276659645978541
2,2,0.8630269276746095,32,0.82575
3,3,0.9234165920996411,3,0.9795603355749685
4,3,0.9234165920996411,3,0.9795603355749685
5,3,0.9234165920996411,3,0.9795603355749685
6,6,0.8769103356291081,6,0.9141872632495782
7,7,0.9280706711499371,7,0.9593206711499371
8,8,0.8903960536175706,8,0.8193477633360725
9,9,0.9135683178738956,9,0.8990659645978543
10,10,0.9483103355749685,10,0.9170603355749685
11,13,0.5981000000000001,44,0.5427198602928607
12,12,0.883266592099641,32,0.82575
13,13,0.5981000000000001,44,0.5427198602928607
14,14,0.8034,32,0.7945
15,16,0.8456603355749686,15,0.8456603355749686
16,16,0.8456603355749686,15,0.8456603355749686
17,17,0.804493700341529,32,0.82575
18,19,0.852016592099641,17,0.8172745743985681
19,19,0.852016592099641,17,0.8172745743985681
20,1,0.7856000000000001,20,0.8566706711499371
21,1,0.7856000000000001,21,0.8879206711499371
22,22,0.8659,22,0.8566706711499371
23,23,0.8151732747980627,32,0.82575
24,24,0.8317769276746096,24,0.852016592099641
25,25,0.8104714539922766,25,0.7979317808044457
26,25,0.8104714539922766,25,0.7979317808044457
27,27,0.852016592099641,32,0.82575
28,1,0.7856000000000001,28,0.8659
29,29,0.83465,29,0.8879206711499371
30,31,0.7647191007162351,31,0.9159708356614629
31,8,0.7543500000000001,31,0.8847208356614629
32,33,0.852016592099641,33,0.90605
33,34,0.852016592099641,33,0.8481357180426019
34,8,0.7856000000000001,33,0.834826982905414
35,47,0.857,47,0.857
36,44,0.857,44,0.857
37,44,0.857,44,0.857
38,38,0.8673516778748429,39,0.5907238823369818
39,38,0.8986016778748429,39,0.5907238823369818
40,40,0.8585866357477914,38,0.7391889890238328
41,47,0.7856000000000001,47,0.7856000000000001
42,42,0.694749518631006,42,0.7100392482672075
43,47,0.857,47,0.857
44,44,0.7247144944598419,44,0.8417698602928606
45,44,0.7247144944598419,44,0.8417698602928606
46,44,0.7247144944598419,44,0.8417698602928606
47,47,0.9998,47,0.9344269276746096
48,47,0.9373,47,0.8719269276746096
49,47,0.96855,47,0.9031769276746096
50,47,0.96855,47,0.9031769276746096
51,47,0.9373,47,0.8719269276746096
52,53,0.8616795313227352,52,0.7738626457172115
53,53,0.9031769276746096,53,0.7444557456349995
54,55,0.8589403906051596,53,0.7791977633360725
55,55,0.8589403906051596,53,0.7791977633360725
56,56,0.7653603355749685,56,0.8367603355749685
57,57,0.914187263249578,58,0.8676810067249057
58,58,0.9593206711499371,57,0.8566706711499371
59,59,0.6910613121271807,59,0.7660875604289705
60,60,0.8858103355749685,66,0.8545603355749685
61,60,0.8545603355749685,66,0.8233103355749685
62,61,0.8858103355749685,61,0.8367603355749685
63,60,0.9795603355749685,66,0.9483103355749685
64,60,0.7430103355749685,63,0.7437732747980628
65,60,0.7430103355749685,63,0.7437732747980628
66,60,0.7430103355749685,63,0.7437732747980628
