,Location,Accuracy
0,Northampton_Court_House_V43,0.7099121361889071
1,Belmont+Edward_St_V38,0.7079616782292699
2,Northampton_Court_House,0.764820592823713
3,Belmont+Edward_St,0.8224687933425797
